user_id,age,gender,region,subscription_type,payment_method,primary_device,account_age_months,favorite_genre,time_of_day,recommendation_source,session_count,avg_watch_time_minutes_per_week,watch_sessions_per_week,completion_rate,avg_rating_given,app_rating,recommendation_click_rate,days_since_last_login,churned
N36504,39,Female,Asia,Basic,Credit Card,Smart TV,49,Comedy,Night,Friend,1,242,5,93,4,4,76,0,0
N36505,20,Female,Africa,Basic,Debit Card,Smart TV,10,Documentary,Evening,Algorithm,1,376,7,76,3,4,53,28,1
N36506,32,Female,Africa,Standard,Paypal,Smart TV,68,Documentary,Morning,Ads,1,297,7,82,4,4,32,38,1
N36507,34,Male,Africa,Basic,Paypal,Smart TV,45,Horror,Evening,Ads,1,246,3,57,3,3,0,43,1
N36508,31,Female,South America,Standard,Gift Card,Smart TV,37,Drama,Night,Trending,2,354,5,62,4,3,9,1,0
N36509,56,Male,North America,Basic,Debit Card,Laptop,27,Horror,Afternoon,Ads,1,192,6,64,4,3,21,35,1
N36510,61,Male,North America,Standard,Debit Card,Laptop,42,Drama,Night,Friend,2,206,4,78,3,4,33,23,1
N36511,55,Male,South America,Basic,Debit Card,Smart TV,1,Documentary,Evening,Search,1,228,5,70,4,4,14,2,0
N36512,30,Male,Africa,Basic,Debit Card,Smart TV,37,Comedy,Night,Trending,1,435,9,91,4,4,31,2,0
N36513,47,Female,North America,Standard,Credit Card,Smart TV,30,Action,Evening,Algorithm,2,203,3,76,4,3,43,2,0
N36514,37,Male,North America,Standard,Paypal,Smart TV,33,Action,Night,Search,2,232,6,93,5,4,58,8,0
N36515,64,Male,Europe,Premium,Paypal,Mobile,52,Action,Night,Search,2,247,7,83,4,4,21,6,0
N36516,70,Male,North America,Premium,Credit Card,Laptop,76,Documentary,Morning,Ads,4,310,5,84,5,4,20,0,0
N36517,36,Female,Europe,Basic,Debit Card,Smart TV,76,Sci-Fi,Evening,Trending,1,315,7,67,3,3,22,28,1
N36518,24,Female,Africa,Basic,Credit Card,Mobile,51,Drama,Evening,Friend,1,190,4,73,3,4,12,6,0
N36519,47,Female,Europe,Premium,Credit Card,Tablet,42,Action,Night,Trending,1,177,3,73,4,4,27,19,0
N36520,34,Male,South America,Premium,Paypal,Laptop,57,Documentary,Evening,Trending,3,280,7,83,4,4,57,3,0
N36521,34,Male,South America,Standard,Credit Card,Smart TV,7,Comedy,Evening,Algorithm,1,521,5,89,4,5,97,0,0
N36522,70,Male,Europe,Premium,Credit Card,Smart TV,41,Drama,Night,Trending,3,414,9,64,4,4,26,49,0
N36523,69,Male,Africa,Premium,Credit Card,Mobile,69,Sci-Fi,Evening,Algorithm,2,352,8,81,3,4,38,4,0
N36524,46,Male,Oceania,Standard,Paypal,Laptop,51,Documentary,Afternoon,Trending,2,281,7,78,4,3,31,3,0
N36525,58,Female,South America,Premium,Credit Card,Laptop,68,Comedy,Evening,Friend,3,220,5,72,4,5,15,4,0
N36526,43,Female,South America,Basic,Credit Card,Mobile,1,Action,Evening,Algorithm,1,96,4,69,3,4,27,17,1
N36527,45,Male,Africa,Standard,Debit Card,Mobile,50,Sci-Fi,Afternoon,Trending,1,196,5,77,3,4,27,0,0
N36528,35,Male,North America,Premium,Credit Card,Laptop,19,Action,Evening,Trending,2,277,5,66,4,3,9,6,1
N36529,41,Female,Asia,Standard,Credit Card,Mobile,69,Action,Night,Search,2,99,3,71,3,4,10,25,1
N36530,29,Male,Asia,Premium,Gift Card,Smart TV,32,Documentary,Evening,Trending,5,307,3,68,4,3,39,26,0
N36531,58,Female,Europe,Standard,Paypal,Smart TV,47,Comedy,Evening,Friend,2,791,16,83,5,5,67,1,0
N36532,32,Male,Europe,Premium,Debit Card,Mobile,38,Action,Evening,Trending,2,240,5,69,5,3,28,21,1
N36533,29,Male,Asia,Basic,Debit Card,Smart TV,33,Drama,Night,Trending,1,662,12,76,4,5,56,25,0
N36534,30,Male,Oceania,Standard,Credit Card,Smart TV,85,Comedy,Night,Algorithm,1,524,8,82,4,4,50,2,0
N36535,40,Female,North America,Standard,Credit Card,Tablet,70,Horror,Afternoon,Search,1,187,4,62,4,4,23,1,0
N36536,28,Male,North America,Standard,Credit Card,Smart TV,78,Comedy,Evening,Trending,1,450,8,76,4,4,13,20,1
N36537,22,Female,Europe,Basic,Credit Card,Smart TV,72,Drama,Night,Search,1,341,5,81,4,5,35,1,0
N36538,57,Male,South America,Premium,Gift Card,Smart TV,94,Comedy,Evening,Algorithm,2,378,6,85,4,4,81,6,0
N36539,31,Male,Europe,Standard,Debit Card,Mobile,33,Action,Night,Ads,1,79,2,67,4,4,17,0,1
N36540,70,Female,Europe,Basic,Credit Card,Smart TV,63,Action,Night,Search,1,211,3,69,3,4,32,1,0
N36541,37,Male,Europe,Standard,Credit Card,Smart TV,23,Horror,Evening,Trending,2,220,4,71,5,4,33,6,0
N36542,40,Female,North America,Standard,Gift Card,Tablet,69,Action,Night,Algorithm,1,388,6,78,5,5,31,16,0
N36543,47,Male,North America,Basic,Credit Card,Mobile,31,Comedy,Night,Algorithm,1,288,5,82,4,4,47,2,0
N36544,24,Male,North America,Basic,Credit Card,Smart TV,64,Documentary,Evening,Algorithm,1,66,1,32,3,3,39,59,1
N36545,23,Female,South America,Basic,Credit Card,Smart TV,5,Comedy,Evening,Friend,1,281,6,67,4,5,44,4,1
N36546,28,Male,Africa,Basic,Debit Card,Mobile,87,Action,Evening,Algorithm,1,253,8,63,4,3,19,21,0
N36547,49,Male,Asia,Standard,Paypal,Smart TV,55,Action,Evening,Algorithm,1,432,9,98,5,5,63,40,0
N36548,63,Female,Asia,Basic,Paypal,Mobile,59,Drama,Afternoon,Trending,1,124,4,77,4,2,28,35,1
N36549,33,Male,North America,Basic,Credit Card,Smart TV,14,Action,Night,Search,1,404,5,81,3,4,10,0,0
N36550,37,Male,North America,Standard,Credit Card,Smart TV,46,Sci-Fi,Morning,Algorithm,2,316,8,79,4,4,68,28,0
N36551,62,Male,Asia,Basic,Credit Card,Mobile,40,Comedy,Afternoon,Trending,1,207,7,54,4,4,48,26,0
N36552,23,Male,Africa,Basic,Credit Card,Smart TV,30,Sci-Fi,Night,Algorithm,1,156,3,61,4,5,46,21,0
N36553,28,Female,Oceania,Basic,Credit Card,Smart TV,38,Action,Night,Algorithm,1,406,7,61,4,4,40,0,1
N36554,19,Male,Asia,Premium,Gift Card,Mobile,52,Sci-Fi,Afternoon,Search,3,204,5,71,4,3,60,2,0
N36555,39,Male,North America,Standard,Credit Card,Smart TV,70,Comedy,Evening,Algorithm,1,476,9,86,4,5,70,2,0
N36556,41,Male,Africa,Standard,Credit Card,Smart TV,55,Drama,Night,Algorithm,2,89,1,76,4,4,34,39,0
N36557,24,Female,Asia,Basic,Paypal,Smart TV,34,Comedy,Night,Algorithm,1,221,3,85,4,4,53,1,0
N36558,42,Male,Europe,Standard,Gift Card,Smart TV,12,Action,Evening,Algorithm,2,188,2,82,4,4,48,0,0
N36559,31,Male,North America,Premium,Debit Card,Laptop,24,Romance,Evening,Trending,2,218,7,82,4,4,53,24,0
N36560,20,Female,Europe,Standard,Paypal,Mobile,35,Horror,Evening,Friend,1,129,4,69,4,4,40,1,0
N36561,66,Male,North America,Basic,Credit Card,Mobile,39,Drama,Evening,Friend,1,195,4,74,4,3,14,28,1
N36562,64,Female,North America,Basic,Credit Card,Tablet,56,Horror,Night,Algorithm,1,177,4,76,4,5,26,1,0
N36563,68,Female,Asia,Premium,Debit Card,Smart TV,78,Romance,Evening,Ads,4,820,18,100,5,4,42,0,0
N36564,32,Female,Asia,Basic,Paypal,Smart TV,18,Romance,Evening,Algorithm,1,406,10,84,4,5,31,0,0
N36565,47,Male,Europe,Standard,Credit Card,Mobile,34,Comedy,Evening,Search,1,272,7,80,4,4,52,3,0
N36566,36,Male,Africa,Standard,Paypal,Smart TV,23,Drama,Morning,Algorithm,3,261,5,80,4,4,61,0,0
N36567,34,Male,Africa,Basic,Paypal,Mobile,53,Drama,Night,Ads,1,193,6,69,4,3,12,32,1
N36568,25,Male,North America,Basic,Debit Card,Smart TV,68,Horror,Morning,Friend,1,203,4,72,3,4,24,5,1
N36569,37,Male,Europe,Basic,Gift Card,Smart TV,57,Comedy,Evening,Algorithm,1,395,9,84,4,4,52,1,0
N36570,38,Male,Asia,Standard,Credit Card,Mobile,18,Sci-Fi,Morning,Ads,2,154,4,82,4,4,23,25,1
N36571,74,Male,North America,Standard,Paypal,Smart TV,24,Horror,Morning,Algorithm,1,496,9,76,5,5,65,5,0
N36572,33,Male,North America,Standard,Credit Card,Mobile,66,Drama,Night,Trending,2,87,3,85,4,4,59,1,0
N36573,42,Female,Asia,Basic,Gift Card,Laptop,23,Horror,Evening,Algorithm,1,82,3,48,2,3,8,32,1
N36574,31,Male,South America,Premium,Gift Card,Smart TV,62,Drama,Evening,Algorithm,5,557,9,93,4,5,62,0,0
N36575,33,Female,Asia,Basic,Debit Card,Mobile,73,Documentary,Night,Friend,1,434,8,91,4,4,27,0,0
N36576,63,Male,North America,Basic,Debit Card,Smart TV,67,Comedy,Evening,Algorithm,1,186,5,77,5,3,41,0,0
N36577,19,Female,Europe,Standard,Paypal,Tablet,1,Drama,Afternoon,Trending,3,283,8,80,3,4,65,7,1
N36578,63,Male,North America,Premium,Credit Card,Tablet,26,Horror,Night,Algorithm,1,166,1,70,4,4,22,1,0
N36579,40,Male,Europe,Standard,Paypal,Smart TV,39,Comedy,Evening,Search,1,123,3,57,3,4,64,2,0
N36580,36,Male,North America,Basic,Debit Card,Smart TV,31,Horror,Night,Trending,1,242,4,67,4,5,33,0,0
N36581,23,Male,Europe,Basic,Paypal,Mobile,37,Documentary,Morning,Algorithm,1,34,1,65,4,3,7,32,1
N36582,33,Female,South America,Premium,Credit Card,Mobile,81,Action,Night,Trending,4,336,8,79,4,4,26,4,0
N36583,37,Female,Europe,Basic,Debit Card,Smart TV,10,Documentary,Night,Trending,1,250,6,85,4,4,40,12,1
N36584,41,Female,Africa,Basic,Credit Card,Smart TV,87,Documentary,Evening,Friend,1,251,4,62,4,3,29,29,0
N36585,29,Female,Africa,Premium,Paypal,Smart TV,74,Comedy,Evening,Search,3,260,7,83,4,4,36,3,0
N36586,24,Male,Asia,Standard,Credit Card,Mobile,102,Action,Evening,Trending,2,196,3,75,3,4,59,3,0
N36587,58,Male,North America,Premium,Debit Card,Smart TV,41,Sci-Fi,Night,Algorithm,2,820,15,100,5,4,66,11,0
N36588,37,Male,North America,Basic,Paypal,Mobile,56,Comedy,Evening,Trending,1,226,8,76,4,4,18,3,0
N36589,31,Male,Europe,Premium,Debit Card,Smart TV,11,Drama,Morning,Trending,2,87,2,44,3,4,13,0,0
N36590,41,Male,North America,Basic,Credit Card,Tablet,62,Horror,Afternoon,Search,1,172,4,64,4,4,10,0,0
N36591,42,Male,Africa,Basic,Debit Card,Smart TV,32,Comedy,Evening,Trending,1,496,8,83,4,3,55,0,0
N36592,26,Male,Europe,Standard,Debit Card,Laptop,58,Comedy,Evening,Trending,3,317,6,66,4,5,64,0,0
N36593,27,Female,Asia,Premium,Debit Card,Tablet,40,Documentary,Evening,Algorithm,3,332,12,80,3,3,36,7,0
N36594,40,Female,Asia,Standard,Paypal,Smart TV,50,Comedy,Night,Algorithm,3,253,3,67,4,3,30,0,0
N36595,31,Female,North America,Basic,Paypal,Smart TV,1,Comedy,Morning,Trending,1,178,3,51,4,3,2,53,1
N36596,40,Male,Africa,Standard,Credit Card,Laptop,55,Sci-Fi,Evening,Search,2,275,5,65,4,3,31,3,0
N36597,20,Female,Asia,Standard,Credit Card,Laptop,26,Drama,Afternoon,Algorithm,2,409,12,79,4,4,25,5,0
N36598,43,Female,Africa,Premium,Debit Card,Smart TV,70,Romance,Afternoon,Algorithm,1,359,5,77,4,5,36,11,0
N36599,44,Female,North America,Premium,Debit Card,Smart TV,34,Comedy,Evening,Algorithm,3,216,3,63,5,5,31,1,0
N36600,38,Female,Asia,Basic,Credit Card,Smart TV,58,Drama,Night,Algorithm,1,188,3,73,4,5,43,2,0
N36601,39,Male,Oceania,Standard,Gift Card,Mobile,58,Sci-Fi,Evening,Trending,1,193,7,65,4,4,30,54,1
N36602,31,Male,Asia,Premium,Credit Card,Smart TV,31,Sci-Fi,Evening,Ads,1,217,5,72,3,3,42,53,0
N36603,29,Female,Asia,Basic,Credit Card,Smart TV,1,Sci-Fi,Night,Algorithm,1,333,5,63,4,4,62,31,1
N36604,33,Male,North America,Standard,Gift Card,Mobile,57,Action,Evening,Algorithm,2,313,8,71,3,4,25,24,0
N36605,21,Male,Europe,Standard,Credit Card,Smart TV,16,Drama,Afternoon,Algorithm,1,339,8,56,5,3,68,1,0
N36606,66,Male,North America,Premium,Gift Card,Smart TV,64,Action,Evening,Trending,4,482,10,90,5,5,21,5,0
N36607,45,Female,Asia,Premium,Credit Card,Mobile,28,Action,Evening,Search,4,222,4,70,4,4,9,21,0
N36608,44,Male,Asia,Premium,Debit Card,Smart TV,33,Sci-Fi,Afternoon,Search,2,329,6,70,4,4,37,1,0
N36609,24,Male,Asia,Standard,Credit Card,Mobile,12,Comedy,Night,Algorithm,2,123,2,84,4,4,28,0,0
N36610,56,Male,Asia,Basic,Credit Card,Smart TV,28,Drama,Evening,Trending,1,203,2,75,4,4,17,32,0
N36611,41,Female,North America,Basic,Credit Card,Tablet,23,Documentary,Evening,Friend,1,110,3,75,4,4,13,46,0
N36612,36,Male,Africa,Standard,Debit Card,Smart TV,38,Drama,Evening,Friend,3,270,5,53,4,4,65,2,0
N36613,56,Female,North America,Premium,Debit Card,Smart TV,56,Horror,Evening,Trending,2,387,5,84,5,3,54,2,0
N36614,38,Male,Europe,Premium,Credit Card,Mobile,16,Action,Evening,Algorithm,2,291,8,48,4,4,78,0,0
N36615,43,Female,North America,Standard,Debit Card,Mobile,21,Comedy,Evening,Friend,2,150,5,62,3,3,21,2,0
N36616,29,Male,South America,Premium,Credit Card,Smart TV,78,Action,Afternoon,Trending,4,820,16,100,5,5,58,2,0
N36617,37,Female,Europe,Premium,Paypal,Mobile,53,Action,Evening,Trending,2,219,4,78,4,3,34,2,0
N36618,36,Male,Oceania,Premium,Gift Card,Smart TV,50,Drama,Afternoon,Algorithm,2,195,4,76,3,4,71,26,0
N36619,42,Male,Asia,Standard,Paypal,Smart TV,26,Comedy,Evening,Trending,1,232,4,78,4,3,0,0,0
N36620,30,Male,North America,Premium,Paypal,Mobile,63,Sci-Fi,Night,Algorithm,1,153,3,74,4,4,65,0,0
N36621,28,Male,Asia,Standard,Credit Card,Laptop,65,Drama,Evening,Friend,2,352,8,76,4,4,50,0,0
N36622,40,Male,Asia,Premium,Credit Card,Laptop,42,Comedy,Night,Friend,1,199,3,71,4,4,42,1,0
N36623,40,Female,Asia,Basic,Debit Card,Mobile,52,Sci-Fi,Night,Algorithm,1,95,3,58,3,3,19,0,1
N36624,23,Female,North America,Basic,Paypal,Mobile,73,Documentary,Night,Search,1,135,4,62,4,4,22,26,1
N36625,23,Male,Europe,Premium,Credit Card,Smart TV,1,Drama,Evening,Trending,1,265,4,76,4,4,42,0,0
N36626,33,Female,Europe,Standard,Debit Card,Laptop,61,Action,Morning,Algorithm,3,565,12,74,4,3,48,2,0
N36627,32,Male,Africa,Basic,Credit Card,Smart TV,36,Action,Evening,Algorithm,1,276,7,65,4,4,48,1,0
N36628,36,Male,Asia,Standard,Paypal,Mobile,74,Drama,Evening,Search,1,150,5,42,4,4,34,17,0
N36629,30,Male,Asia,Standard,Paypal,Smart TV,70,Sci-Fi,Evening,Algorithm,1,547,13,86,4,3,39,1,0
N36630,47,Male,Asia,Basic,Paypal,Smart TV,54,Comedy,Night,Algorithm,1,151,3,61,3,4,29,2,1
N36631,37,Male,Europe,Premium,Credit Card,Mobile,6,Action,Evening,Algorithm,2,286,10,69,3,4,54,2,0
N36632,21,Female,Europe,Premium,Paypal,Smart TV,65,Documentary,Morning,Friend,5,781,12,100,4,4,30,2,0
N36633,36,Female,Asia,Basic,Paypal,Smart TV,46,Drama,Morning,Search,1,377,8,62,4,4,50,1,0
N36634,24,Male,Asia,Basic,Credit Card,Mobile,53,Horror,Evening,Algorithm,1,165,5,78,4,4,48,22,0
N36635,37,Male,Africa,Standard,Paypal,Laptop,41,Action,Evening,Ads,2,337,10,73,4,4,55,3,0
N36636,37,Female,Europe,Basic,Debit Card,Laptop,25,Action,Afternoon,Algorithm,1,210,6,72,4,4,38,0,0
N36637,39,Male,Asia,Standard,Debit Card,Mobile,63,Documentary,Morning,Algorithm,1,163,3,51,3,3,55,29,0
N36638,37,Male,Oceania,Premium,Credit Card,Laptop,55,Sci-Fi,Evening,Algorithm,3,266,7,85,4,5,54,0,0
N36639,42,Male,Europe,Premium,Credit Card,Smart TV,42,Romance,Evening,Algorithm,3,271,6,82,4,4,77,4,0
N36640,35,Male,North America,Premium,Paypal,Smart TV,47,Romance,Night,Friend,3,225,4,67,4,5,59,1,0
N36641,33,Male,Asia,Standard,Credit Card,Smart TV,73,Romance,Evening,Search,2,322,3,55,3,4,23,0,0
N36642,37,Male,North America,Standard,Credit Card,Smart TV,46,Romance,Evening,Trending,2,240,5,71,4,4,73,11,0
N36643,26,Male,South America,Basic,Debit Card,Smart TV,67,Action,Afternoon,Algorithm,1,436,9,74,5,3,58,0,0
N36644,38,Female,South America,Basic,Gift Card,Tablet,48,Horror,Afternoon,Ads,1,111,5,61,3,3,18,33,1
N36645,56,Female,Oceania,Standard,Paypal,Laptop,50,Sci-Fi,Afternoon,Algorithm,2,154,2,49,4,3,31,22,0
N36646,30,Male,Asia,Premium,Paypal,Smart TV,36,Horror,Evening,Trending,2,415,7,63,3,4,23,37,0
N36647,25,Male,Oceania,Basic,Credit Card,Mobile,69,Romance,Evening,Search,1,339,10,50,3,2,12,3,0
N36648,40,Male,Africa,Standard,Credit Card,Mobile,18,Drama,Night,Search,2,117,3,60,3,3,1,33,1
N36649,41,Male,North America,Standard,Paypal,Mobile,26,Comedy,Evening,Friend,1,162,4,54,3,4,62,3,0
N36650,43,Male,Asia,Basic,Credit Card,Smart TV,9,Documentary,Afternoon,Search,1,269,6,81,4,4,29,4,0
N36651,44,Male,Asia,Standard,Paypal,Smart TV,44,Drama,Morning,Trending,1,215,3,66,4,4,61,40,1
N36652,26,Male,North America,Standard,Credit Card,Mobile,1,Horror,Morning,Trending,2,213,4,68,4,4,37,17,0
N36653,29,Female,Asia,Standard,Gift Card,Smart TV,17,Comedy,Night,Search,1,206,3,70,3,3,23,4,0
N36654,36,Female,North America,Standard,Paypal,Laptop,31,Drama,Night,Search,2,135,2,70,4,3,71,21,1
N36655,19,Male,Europe,Premium,Paypal,Smart TV,9,Comedy,Evening,Algorithm,1,468,8,77,4,4,33,45,0
N36656,57,Male,Asia,Basic,Credit Card,Laptop,58,Drama,Night,Algorithm,1,426,8,61,4,4,34,1,0
N36657,53,Female,Asia,Basic,Paypal,Smart TV,50,Action,Night,Algorithm,1,225,5,83,4,4,36,1,0
N36658,42,Female,Europe,Premium,Credit Card,Smart TV,50,Documentary,Evening,Algorithm,3,475,9,71,4,4,61,0,0
N36659,41,Female,Asia,Basic,Credit Card,Smart TV,80,Documentary,Afternoon,Algorithm,1,169,3,64,4,4,69,24,0
N36660,36,Male,Europe,Basic,Credit Card,Laptop,1,Documentary,Evening,Ads,1,113,2,76,3,4,46,33,1
N36661,45,Female,Europe,Basic,Credit Card,Mobile,30,Documentary,Morning,Algorithm,1,196,2,76,4,5,52,1,0
N36662,30,Male,Europe,Basic,Paypal,Smart TV,32,Drama,Evening,Search,1,178,2,63,3,3,14,41,1
N36663,27,Female,Asia,Standard,Paypal,Smart TV,64,Action,Evening,Ads,1,206,5,74,3,4,23,39,0
N36664,41,Male,Asia,Standard,Debit Card,Laptop,66,Documentary,Evening,Search,2,108,3,79,3,3,9,33,0
N36665,40,Male,Europe,Basic,Credit Card,Smart TV,30,Action,Evening,Trending,1,136,2,61,3,4,12,21,0
N36666,24,Male,Europe,Standard,Gift Card,Smart TV,20,Action,Evening,Trending,1,567,8,86,4,5,58,7,0
N36667,41,Female,Asia,Basic,Credit Card,Smart TV,16,Drama,Night,Friend,1,194,4,78,4,4,70,2,0
N36668,30,Male,South America,Standard,Debit Card,Smart TV,23,Action,Morning,Algorithm,1,243,3,55,4,4,33,1,0
N36669,33,Female,Asia,Basic,Credit Card,Smart TV,2,Comedy,Evening,Algorithm,1,491,8,80,4,4,54,4,0
N36670,34,Female,Africa,Premium,Credit Card,Smart TV,91,Romance,Evening,Trending,5,538,11,91,5,5,61,11,0
N36671,40,Male,Oceania,Basic,Paypal,Mobile,45,Drama,Morning,Algorithm,1,135,4,71,4,4,22,4,1
N36672,37,Female,Asia,Premium,Debit Card,Smart TV,30,Comedy,Evening,Trending,2,389,6,83,4,4,40,5,0
N36673,60,Male,Asia,Basic,Paypal,Laptop,46,Documentary,Evening,Search,1,716,17,80,4,4,34,1,0
N36674,22,Female,Asia,Standard,Gift Card,Smart TV,31,Sci-Fi,Night,Trending,3,246,2,74,4,4,19,0,0
N36675,30,Male,Asia,Standard,Credit Card,Smart TV,54,Horror,Morning,Search,1,374,9,67,4,4,47,0,0
N36676,19,Male,Europe,Premium,Credit Card,Laptop,43,Drama,Evening,Friend,1,213,4,67,4,4,23,0,0
N36677,42,Female,Asia,Premium,Paypal,Laptop,56,Action,Night,Search,2,175,2,69,3,3,26,30,0
N36678,68,Male,North America,Basic,Credit Card,Mobile,53,Romance,Night,Trending,1,185,3,52,4,3,45,0,1
N36679,28,Male,Asia,Basic,Debit Card,Tablet,46,Comedy,Afternoon,Algorithm,1,300,6,68,3,3,27,3,0
N36680,48,Male,South America,Basic,Paypal,Smart TV,43,Comedy,Afternoon,Ads,1,260,8,57,5,4,26,41,1
N36681,42,Male,Asia,Premium,Gift Card,Mobile,33,Comedy,Afternoon,Trending,4,175,4,66,4,3,68,0,0
N36682,24,Female,Europe,Basic,Credit Card,Tablet,82,Drama,Afternoon,Search,1,198,6,77,4,3,18,1,0
N36683,36,Female,Africa,Basic,Paypal,Mobile,6,Sci-Fi,Evening,Search,1,39,1,78,3,5,6,29,1
N36684,43,Male,Asia,Premium,Credit Card,Tablet,52,Action,Night,Trending,4,382,8,91,4,4,47,1,0
N36685,48,Male,Asia,Basic,Credit Card,Tablet,30,Action,Evening,Friend,1,608,16,90,3,3,26,4,0
N36686,19,Male,Europe,Premium,Paypal,Smart TV,41,Documentary,Night,Search,4,320,4,90,4,4,20,3,0
N36687,69,Male,Asia,Standard,Credit Card,Tablet,64,Documentary,Evening,Trending,1,311,7,72,4,4,67,2,0
N36688,38,Female,Oceania,Standard,Credit Card,Smart TV,41,Horror,Afternoon,Trending,3,521,12,97,4,5,57,0,0
N36689,42,Female,North America,Premium,Debit Card,Tablet,67,Romance,Evening,Algorithm,2,382,9,83,5,4,36,1,0
N36690,59,Female,North America,Standard,Credit Card,Mobile,50,Documentary,Morning,Trending,3,138,2,81,3,4,22,0,0
N36691,41,Male,Europe,Basic,Credit Card,Mobile,13,Drama,Evening,Trending,1,233,8,65,4,4,60,2,0
N36692,37,Male,Europe,Basic,Credit Card,Smart TV,5,Action,Afternoon,Ads,1,203,4,71,3,4,30,30,1
N36693,42,Male,North America,Standard,Credit Card,Smart TV,34,Documentary,Afternoon,Algorithm,1,117,1,64,4,4,33,1,0
N36694,65,Male,North America,Premium,Debit Card,Smart TV,38,Comedy,Afternoon,Algorithm,2,275,5,68,4,4,62,1,0
N36695,54,Male,North America,Standard,Gift Card,Mobile,54,Sci-Fi,Evening,Algorithm,2,189,2,64,4,4,48,3,0
N36696,48,Male,Asia,Standard,Paypal,Smart TV,13,Documentary,Evening,Trending,1,378,7,69,4,4,25,2,0
N36697,41,Female,Asia,Standard,Credit Card,Mobile,44,Drama,Morning,Search,2,161,5,54,4,3,61,0,1
N36698,37,Female,Asia,Basic,Paypal,Smart TV,24,Horror,Evening,Algorithm,1,112,3,61,3,4,35,20,1
N36699,28,Female,Asia,Premium,Paypal,Mobile,54,Drama,Evening,Algorithm,3,163,5,60,3,3,40,3,0
N36700,24,Male,Europe,Basic,Credit Card,Mobile,48,Horror,Evening,Trending,1,156,4,80,4,4,12,6,0
N36701,20,Female,South America,Standard,Credit Card,Smart TV,39,Comedy,Morning,Algorithm,1,173,4,78,4,4,56,6,0
N36702,38,Male,Asia,Standard,Credit Card,Mobile,67,Action,Night,Algorithm,2,336,10,76,4,4,23,3,0
N36703,38,Male,Africa,Basic,Debit Card,Smart TV,63,Horror,Afternoon,Trending,1,236,6,80,4,3,32,25,0
N36704,20,Male,Asia,Basic,Debit Card,Tablet,76,Romance,Evening,Search,1,177,4,78,4,4,30,1,0
N36705,29,Male,Africa,Standard,Credit Card,Smart TV,57,Comedy,Morning,Friend,2,170,4,43,4,4,33,43,0
N36706,37,Female,North America,Standard,Debit Card,Laptop,80,Horror,Evening,Algorithm,1,184,2,83,4,4,25,29,0
N36707,22,Female,Europe,Standard,Credit Card,Mobile,80,Romance,Night,Trending,3,471,9,71,4,4,48,2,0
N36708,28,Female,South America,Premium,Debit Card,Laptop,47,Drama,Evening,Trending,1,219,4,63,4,4,56,5,0
N36709,50,Male,Asia,Standard,Debit Card,Mobile,63,Documentary,Afternoon,Algorithm,1,48,2,76,4,4,37,2,0
N36710,28,Male,Asia,Standard,Credit Card,Smart TV,66,Drama,Evening,Friend,1,366,5,63,5,4,51,1,0
N36711,20,Male,South America,Premium,Credit Card,Laptop,51,Comedy,Afternoon,Algorithm,1,624,15,65,4,4,35,3,0
N36712,40,Male,North America,Premium,Paypal,Mobile,44,Comedy,Morning,Algorithm,2,121,3,71,5,3,78,33,0
N36713,27,Male,Asia,Standard,Paypal,Mobile,51,Sci-Fi,Night,Friend,2,301,11,70,3,3,21,0,0
N36714,22,Female,Africa,Standard,Debit Card,Mobile,65,Comedy,Night,Friend,1,150,2,93,4,4,36,1,0
N36715,61,Male,North America,Basic,Credit Card,Laptop,56,Comedy,Afternoon,Trending,1,112,2,49,3,2,33,28,1
N36716,31,Female,North America,Premium,Debit Card,Smart TV,46,Horror,Night,Friend,1,470,10,85,4,4,23,5,0
N36717,55,Female,Asia,Basic,Debit Card,Mobile,50,Action,Afternoon,Search,1,305,5,77,3,4,32,2,1
N36718,21,Male,Europe,Premium,Credit Card,Smart TV,54,Romance,Evening,Trending,2,228,4,68,5,4,30,0,0
N36719,36,Male,North America,Basic,Credit Card,Smart TV,42,Action,Afternoon,Ads,1,177,4,57,4,4,23,5,0
N36720,29,Female,Africa,Standard,Debit Card,Smart TV,90,Documentary,Afternoon,Ads,2,719,14,71,3,4,51,5,0
N36721,19,Male,Asia,Basic,Debit Card,Mobile,31,Romance,Evening,Algorithm,1,128,4,75,4,4,50,0,0
N36722,60,Male,North America,Standard,Credit Card,Smart TV,58,Action,Afternoon,Algorithm,2,454,7,50,4,4,77,6,0
N36723,27,Male,South America,Basic,Credit Card,Smart TV,69,Comedy,Evening,Algorithm,1,234,3,58,4,4,49,6,0
N36724,31,Male,Asia,Premium,Debit Card,Laptop,63,Comedy,Night,Algorithm,2,374,8,84,4,5,31,2,0
N36725,32,Male,North America,Standard,Debit Card,Smart TV,36,Sci-Fi,Morning,Trending,1,97,2,71,4,4,21,3,0
N36726,53,Female,Europe,Basic,Credit Card,Laptop,14,Comedy,Morning,Friend,1,177,3,70,5,4,25,2,0
N36727,57,Male,Asia,Premium,Debit Card,Laptop,65,Comedy,Evening,Trending,2,168,3,65,4,4,32,4,0
N36728,43,Female,North America,Premium,Paypal,Mobile,46,Horror,Night,Search,3,247,8,57,3,4,32,55,1
N36729,23,Male,North America,Premium,Debit Card,Mobile,17,Comedy,Evening,Algorithm,5,563,16,79,4,5,59,6,0
